customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
b3682a067c22475caf2996e03b3d053f,b275c254541f453ba7e588706fb7d200,97745,Belem,BA
e37dfa1602704f7f940ba5a6c6ac6808,47f6a26b93dc4b6c9e18e1e254156b85,38497,Guarulhos,PE
c84c4704d17b4822afdc7867272dbac1,7eedd9def2924470bd55d17f2805e8f1,86070,Contagem,PE
092f0d2c0302482383170d79c092efbd,ea6859a1af494b3ca98e47c0fbdb4c49,19462,Brasilia,SP
908bdf1fd4c1439bb5d2cbe3a2ff56c5,f2867b36331f49cf80aa5946bd4bb800,14357,Santo Andre,CE
e089eb3d7dea43ceb75d7ed21e6fbf9a,c995f32d0cc8481d97e9c110376c383b,14349,Duque de Caxias,MA
d587572e0b764618bcc765fa1ebd01ea,33f39254935b48e5bcf72d76df94bdfb,74444,Guarulhos,RJ
ddf2fa066ccd46a2b94e01dec2939589,a725661efda94830b5dae9882816806f,48990,Rio de Janeiro,AL
aeba81f557184c9aba571b69efd1ee7c,e1cd306b13bb47a9a8e6c90430e41dcb,28845,Manaus,CE
4d60e7d050664e7f990a94b1de4fb178,e14425a0dea04cd280b62946c8fa54bf,22660,Ribeirao Preto,PA
a0d0da8622224747ab83de09b7fb06ab,c91318f182274463a5fc70d8fd0a6396,25704,Joao Pessoa,RN
836c707de7a54272a25c5d794c18d424,327f7d9d48724ae181b497f575426bcf,51293,Brasilia,MA
a59bc7bb8cdb43678bf4d69680f8686f,b6d7eb4afb9b40f093bf80d0b44a5214,71967,Natal,CE
f111c4d57a8a43f8ab7028ba20ad3410,4573ae9f47894e6089e88d07a4d95c8d,85573,Campinas,SP
66750da3c6844cad8f56f229a8e7bca7,671fe5d4bcd949548e8dced6e4ebc226,54213,Maceio,AL
20dec5c691cd4205ae06e9ecf2931fe3,41a30164773040959f10ff523146698c,56353,Manaus,MG
574e276c5dfd4a29afa3cfeab99a6253,e728545cf87b43caa90a5dc7fa6a1460,45469,Sao Bernardo do Campo,PR
6a7963b826c1459aac7c5974363cb6d0,6f7b24afed804055b0bc935a285940e6,45452,Sorocaba,CE
1c3b8968dadd4486b73568843619b992,6dabd62d11474c5ab93ecd594e6870b0,33526,Rio de Janeiro,MS
d68ba190d67440da9b762ac6e8c88eaf,853d76ff90ed486980be9d5f84256f12,16117,Sorocaba,RS
0c37957d70fb42379d06f96f939d881c,fbef424a922d4c3bbc8dd661424cf704,38441,Belo Horizonte,RJ
8ab3698b9862498083e21cd5b8cd9b5e,83859c0e13be4a8da4d9b1d1f6e4037e,69694,Sao Goncalo,CE
4a3920defcf84335a62c3f6c45b7fdea,d7abb08eb8314b86b58c988ff7042e5c,31753,Salvador,PB
0f9133739fa0466a9ed143af62c5187c,b91eab18966847819a321ef7bd9929a4,71182,Recife,GO
28652920c99e408eb9b6716549a253c6,47a88e251a244ded83f465a9c00f1561,76409,Natal,PR
f5dfe7e01f1142e0a1213e72c07daf91,13419236cdc649da9282f81387953814,62456,Sao Luis,RS
170ddb3b40c34c908c40b2d31986868b,1a2a3c790de84fb4a3eea2dc4c433e83,31547,Duque de Caxias,MA
14df649cbae441d5802f0370a9c0772c,63cf45d8f6bc4d1ea2d35302410f395a,14322,Belo Horizonte,MS
bfa5d1a5020d470f9806747a40919ce1,f646a990e663474f91bae313b4326c93,61364,Sorocaba,MS
88264f5dba4b428095ebf4dfb6494926,a2179abbf17c429dbb0508f00dc395c3,97514,Uberlandia,PI
3fc41cfafc014461b01af3723c2f19a6,22402d55692a4427a8d0a00fccde3c6e,69010,Curitiba,PI
244a4640cc71451f83c614998e2c7382,6bfd2bf4c0e74071a2eadf48ae1394c3,77624,Rio de Janeiro,DF
4398c8773938456dae1a60f129f76a6c,66e8d7eb542a4480a3fe003dfd085e43,23609,Belo Horizonte,PR
c7d9c60555c64e7093fe76b46c01f666,aa2a8752fe0a4447a63ecb565b2a1673,14336,Teresina,PA
678725975a5943ae870f2d3083c407ab,fc6c5d0c32e043adb8373bb3dc16d5e1,32560,Sao Bernardo do Campo,BA
48b28d017c0941c0b40b743d80756be1,03802cdebee84cc0b1625d48c517e6ea,37246,Maceio,AM
b1bafdd6036b43b2877dd9b22fd21204,6a77fc3ef5d24a52b223510af49df6cf,57724,Contagem,CE
69eabb584f294413b4b9d39cef763cab,2fe7d84960604278a1c7d27f8c76b08d,29391,Curitiba,RN
8d731533b9d14cabb0d2f44cb6b65f13,2de35fd739a7427d85164ab609efb763,74722,Goiania,RJ
a49bab17d99b4ff3a103dfc5f3fbccf5,0c639009b4684330a0ef6a912d760384,45357,Porto Alegre,PI
e806cf0fa54045b4a999778913145d27,fca27a65228c40c6a281d419c98eadaa,13928,Guarulhos,AM
b25d233419944c1a9f75f93a95395973,5e3ae1499c0646e2bfbfcb115bfe1d3d,92468,Fortaleza,PE
ca947b2677ca4f6d8c2e43d8b65b18f9,b6b3410af3c84f16b479a8c0e32b5449,46524,Duque de Caxias,MA
eef3960264c64beb819b1b4ca0b8037b,d5bbbef89a7b4c07b95304a46061d6ac,81943,Recife,AL
19a7808b11ec4e0c86c29279bd058f92,bd87cd719ba74e5c96e264ab4bb4bd46,14540,Recife,DF
b078f2618ce24c40b566985ddc344d19,4eaf9b4210f94a9a8cfa45f9b72543fc,32192,Campinas,DF
bf759f83f3554f7e942f4004027f172b,98f0de45ea1c4410bf87b6a78070deda,61906,Osasco,PA
81e35fe66ba34d24aebba2bf7117551c,55e33502ace44e8ea8750c4951458c8c,52582,Teresina,RS
131e6b794ba648ffa4d61699ea8ebdc3,c5cf7773221548b388c416e6b5ee2785,27012,Sao Goncalo,AM
3b0774bca31e432abac1e6e815fc3049,b7f8750ce7204abbb008affd8876bbd4,35740,Sao Bernardo do Campo,MS
0da6f9b1de4b449585063f8c2dcc898e,d3c3dfe8cf7f422ba398c2a7fb7a4f02,17299,Salvador,DF
5f81e004e6bc49f49959e24961a92be4,da96a107936c4733aa1e84be53fc8c56,49037,Sao Bernardo do Campo,MA
8e91932c5b734a5a9e979bb78274223e,42252401ea884778b032eec8132e5d1e,20144,Osasco,MA
2ddf0176cc21490fb071e76f4e28ffab,28f5b047dc2e4bbc963c79bd35cc5dd4,90302,Ribeirao Preto,RJ
e41affb6fbe4418cbd1cf193f0348e40,0b0123c2038a42aa85836fffade1a2d7,50877,Sao Luis,MA
8ac2741bc51c4db682d5f61ab8bb2ad0,62ac43d87cd14189a92abfb921ac649a,19549,Rio de Janeiro,BA
83e79dd636254e469c431b1818251f32,4d3603ab2da3462897430bd897b7f72f,90047,Uberlandia,AL
21569511c2ff4d178be65c4c80cc6f2e,25d9ad9b29e84fa3bab7725c3b7abfa8,96769,Jaboatao,PA
bc185e9b7c2542b192c95cd852d4f406,5654a70610774bc3be825036d039f2cf,44542,Porto Alegre,MG
df62b2ee1fda4b6b8051ef30178fd4c7,bcada8ceb3034e6589cee7f89f6dfaae,86939,Osasco,RJ
8220f82c82f74dc4aa9d4c0a004ee546,7ddec6689fcd4de08220ae27af36ee4e,44758,Curitiba,MS
19c2875c46544a9c9ea88329fb7682e0,1f623a9a55c94669b8c71f067a0cd212,70937,Uberlandia,RJ
9ca440bfba7e4ee59bf60fe246c0864a,2c3ce4a865004de98f6fc0ef0981cbf0,31883,Campo Grande,AL
ad685a1866fd4d92952d4df5982deec0,a48d570ee3d44851af42eab8b9ebd655,70083,Contagem,RJ
90fa53379f264b81b7b0ef08524218f3,9d46e9a106f74257b28b4a988fc1a435,53273,Sao Paulo,PR
50c982cf1d4544b896b14e32e306c972,c0ce4b91011b42ca961f71df19a27d36,52124,Campinas,CE
ec9f42bbd5b94ecea164234c5826418c,15d2718b86e74c8a8439fb76d6fbda98,41151,Sao Goncalo,CE
e19f68a2505447c69734f33e2c98d994,ce8d15d360124477aafa2802ff73cc29,45943,Guarulhos,PE
ca221ede0ed94cdabd39fac281f53877,fd134c85a51049eb932968b153c49a8b,52663,Santo Andre,MA
462e9b697c6248bb8e33f23af997b515,e9c8b128d7c9419795b14c6c81fa0f15,11259,Porto Alegre,PB
a63c88fadb1844c98ee1af816a540fa5,480717ffb39f4e47ab444512abc3f19e,56829,Uberlandia,MG
9d16f2e50e0e4435bbe446c8dbab0065,3cf2e6bfe87f4b798e03ee9e2be587ee,21144,Natal,RJ
19cd46c527694e81b1b31a5ba9d70af2,b6565865a8244316b9e5048c59a49dc1,63031,Goiania,MA
05053ad7c38f4f6f8c1e3909bffed4b9,0764d62c473a4023b5fc7f88cf441161,40843,Fortaleza,CE
da8032b2053b46e0bc010e1e07324746,394e158cfa88442593b936778d9d67fd,98249,Guarulhos,MS
97e463878ec74d4fb3632fd5a9035541,f8ad2c4058d3463bb27a02be620d9ffc,89325,Belo Horizonte,DF
f4100a379e024a509e0e39f4e9c6a0ba,fafc802e14f747019c859f4943faddd4,20084,Ribeirao Preto,MS
2e0cc7c1ce43485897501be8380803e3,665a2c2b752645fc93b7339250e8c4d9,76673,Goiania,DF
849a2c50556d4cdeb0119ebf0ae4e364,6ddd4d10baad4975a92be43570a628d5,33554,Belem,CE
32f39f18b1a74df6a329352c84b52b44,258ca5eea0134a9a83c1ce5b55160e41,99334,Sao Goncalo,CE
6ac6bc7c944545298f3d3cbeb6c3fb10,680401f339834d47a14390cd4d74b60b,86247,Belo Horizonte,MA
42215b4558c5476cbbeb965c54dc5d13,083e4e76f3b54ec28ed7080b5be34fe4,88230,Porto Alegre,BA
