order_id,order_item_id,product_id,seller_id,price,freight_value
68b05626c62e496d93759dc7f0a29a4c,1,49906fb50cb74032b1213fd3eb61b67d,33ffb009847f4fef,10.42,7.47
68b05626c62e496d93759dc7f0a29a4c,2,fd0fb866941143b89c008af842a82a02,c8f053ee0148435e,2.45,6.1
68b05626c62e496d93759dc7f0a29a4c,3,3596dbf324864f55b99679f89b454d77,3d407815c054432a,10.48,5.42
11405c32e94a46569bedd2398b76ea61,1,cac7b91a07bc44f08fa6c9661aaef1a0,e84ac2aca47a45bd,6.19,4.88
8eceec6876664a7ea33d2c84da1d26d1,1,870af37a480b401198141d6eae8d109f,4c480f8c6f2447b0,1.83,6.34
3b7e4863bf1745589c803baa057e9991,1,45ab4774322245a0a94c69dcb85b3329,091ea30463d5430e,27.49,7.83
3b7e4863bf1745589c803baa057e9991,2,44d64e6774474179a7976b0cb18b909d,c8e9e21655dd4745,26.41,7.38
303843ba41e64cb88a2403bf5179642c,1,edbd06df113a4b4cafefb5c6a72127af,9acd103acb3f4009,29.59,1.66
33554335012247ccaf36f116b0683378,1,90978017ef7a423e980a46c73d2aea2a,d65fddfd33074b8d,32.6,6.43
d466e9e91d6e4892bca4e30d76808ad7,1,414fc3c0db7c43d4aa0c4026a1fe1cfa,57bd06daadbe465d,17.31,7.76
4ef6d97dcf5c4358a076f66cbd7d7516,1,eaeb034e09f146d0a7d78768f0020e8e,61d400d858f44ac7,33.97,5.21
4ef6d97dcf5c4358a076f66cbd7d7516,2,802503e78a2d48be82f08ddb447a4c34,d257e4db2bde4880,29.58,7.79
8f0cea5cebe74b2289e5c3a2b6e87ea3,1,01ac55ddd0b1421ca2ff15fb21bacfb4,26ab65dd06cb4739,24.43,2.1
8f0cea5cebe74b2289e5c3a2b6e87ea3,2,a1439650774047e9a5d40bf2b0d478e9,8c467d83a3694938,15.35,7.58
14d28c55cf6d4be5b744c8c80c0fb7bc,1,715cd5e7c64947289066a1df86c0bb5a,fb95aa7747d74ef4,8.13,6.0
ab46f46f6c8342cbaa10b662d555c3a3,1,c731787d3394408f8720abb15f2067c2,dc5c3fce63fe4ec7,20.01,5.23
ab46f46f6c8342cbaa10b662d555c3a3,2,afd42af62dd348fbb5cd98be4d222fbb,6b77da4e0886402f,33.78,6.62
c9130f83f22d444cb13dc9f7eab8a4cb,1,fbe5f589d9b64cd5a490202efc45ccb6,c5b1d9ee0a3343c6,27.42,3.24
c9130f83f22d444cb13dc9f7eab8a4cb,2,86defca3bdbb40ddad0cb2d50fa0a1ad,d341ca3121f64e77,28.2,4.58
c9130f83f22d444cb13dc9f7eab8a4cb,3,1340a4736f1f42099443545d1ae3b3bf,997681c81734419b,11.78,5.59
4004fe96eaab4c26b1977b0a4fb1633b,1,e20fb3596eea47b09cd22f4e79f137a9,34f80771a5284585,13.43,3.48
4004fe96eaab4c26b1977b0a4fb1633b,2,1d4e48e57c614c909e9ffa4756c01ab0,7cb40161113d40b2,25.75,7.17
352a63fa3adb4496af5c1eb2961738bd,1,92c0e1575488426cb3fcd7f8ba943fbd,0342f31d7e4d4f1a,9.79,1.79
537294efc9b14fa780e1d076dbd97a9d,1,3f8ddc7d481744e0bdc8fa1dc6edc795,31d18e4d09d84de0,21.74,3.35
d6ee9ae88ecb4f5688cbb2cb36d9fde1,1,d749408d667f455b86932f5d983e9e63,487ea9401a6348e1,34.28,2.36
f6a854c02e9e4f9f8bbc256153c69c72,1,e0a949b3dd644997b99776376527b994,3ec736559987462a,29.88,1.47
57801004d0c04fba92bb74de04862a7d,1,f1ccb0da2f884fed9934d2c2bb85de8b,d0f987de84814a49,12.69,4.39
57801004d0c04fba92bb74de04862a7d,2,b8fab90a63ae4d7e8619a3e08bb21a05,49ca1528a5d34522,12.85,4.15
34051695825941ee910c7ac011bf10e5,1,d9a8396d8ebf4fefae251d8603a73b51,a8841a2c69a540ee,28.66,1.45
3b41274e87d340a8a6c14872a302d66a,1,50d9807a435c493da66fb94994dab6dd,44413fe9e8e5449e,32.65,5.41
3b41274e87d340a8a6c14872a302d66a,2,b56e46bf2ff847f4af1ea058a48a7033,6f460cb6bc3347c5,5.82,7.33
3b41274e87d340a8a6c14872a302d66a,3,d443a2708c654d66a4b988ffff81833a,cbaa2f0500354011,33.03,6.42
69ee6773b95f47c99265f8f58e470180,1,b10faed6236f473690fd5ffd657ec0ef,f1fd6b68fbfa41d8,5.0,3.54
69ee6773b95f47c99265f8f58e470180,2,22b8c4346eb34c0cbd5ad3296ee8a332,9af24daa8c074d28,7.56,5.55
69ee6773b95f47c99265f8f58e470180,3,5af600d611bc4e95a7440505471d9213,f90e046c33744590,11.6,3.27
b3783de364044e6f8232f45e3f025c45,1,1639cbd6b29744499e9ad2e8e1fabef6,8367390abce245c1,15.71,3.75
b3783de364044e6f8232f45e3f025c45,2,648bbcb793ee4f2fa329bd992207c238,7a67776207bb481c,28.95,4.99
e416ab6fe7664e6bb25171c565ff60d4,1,2f50442369b34bd7a5091193da74e86d,7ffc4d5ddf0e4010,32.49,2.84
e416ab6fe7664e6bb25171c565ff60d4,2,f817e9452e9543ada5cf49aea053f9d1,dc72fbd30c0b4082,14.94,5.86
e416ab6fe7664e6bb25171c565ff60d4,3,2eaef1c4fa2843a3919034ced122c613,b2a791eb846342f9,5.55,1.0
9756378228a04ae5a500af74cbf84974,1,5f18176fb58d48f9828c557e7b962e6b,3e1198f7a10c480a,2.12,3.08
5e6246d2ff294c6187f4f44a1b939ed4,1,707a0af0be1c4029a53c6c8f016764bf,c92bbc53dfc34ff5,6.84,3.13
f5e581f2cdf5428a9006aac08d38d235,1,60d03917513d4e01a5262f7ea26aee97,8eecd128de4845e9,32.92,3.83
f5e581f2cdf5428a9006aac08d38d235,2,05d2d06ae20a40819a8042afef4198b9,a5391c6266a14684,23.11,6.94
f5e581f2cdf5428a9006aac08d38d235,3,b549ec7e11a7495c89d73089031f446f,bf467012ef074f81,26.22,6.5
56ec1ebdd0464372a80af1c05d699e69,1,0f060d1076e149da9355e79b935cfda8,64e0959057a34873,32.55,3.53
0e9e06edb80b4f51b2a5451ad87a3971,1,fa5abc2420264b3384619968ba74da7c,79258f4cdf2d405f,3.14,5.43
8df9cc59a4b044cd9f7ce28bb5d1f8c4,1,c0d8ec798a0d4bb4ac7901bcaf45c74a,0d477b81c82e40f2,32.29,7.04
8df9cc59a4b044cd9f7ce28bb5d1f8c4,2,a3097d0341ba45338ab73ce92902ce91,f412d8557a9645c9,8.02,3.81
31fcb2876c1b43f8a255cda769b3af22,1,5f76d14c448f41aeac90111a52fc2b98,3738dde5ee6c4a43,11.4,1.65
5225a4d3e148480fb44d1bc6f62c53de,1,dd9f3cd29e154ec9847e4ae9fbe6053c,cb82826fe8ea4984,17.01,4.26
5225a4d3e148480fb44d1bc6f62c53de,2,16279cac8fc4418382e5a970611800e3,0b665e951472450e,34.22,2.73
5225a4d3e148480fb44d1bc6f62c53de,3,f2c68095f12c413b9ab79b9299212c20,82d977e9b4654e14,16.96,2.44
5225a4d3e148480fb44d1bc6f62c53de,4,7f4005293d56482b86d8a3b34c5eaef2,771b5b5e7b6947bb,5.22,7.37
8adee705a9ad4df4a89ab264cf0e24ef,1,b17a966c66b2477aa2dcdc5f56bf6a1e,5037d5c5824f4124,22.91,7.36
8adee705a9ad4df4a89ab264cf0e24ef,2,14864afa9fef4805b939c9e69f9c0820,39fdd7373eab45a1,33.13,4.19
4f9e9ff9b48f4873865282fb49b96a60,1,55aadfb80fc1450fa32657bfafd225d3,8d1d3ead4d07493a,8.13,6.73
6bea31825f2c466ab0f9a328ef3c635e,1,02bd424f6375428684a3d421e4e0da29,802ed8c7f74a49a6,32.23,1.06
6bea31825f2c466ab0f9a328ef3c635e,2,2d8eb4101e0f4be6bce0ec37b4db900d,0c56fc8279ef4b9c,8.53,4.89
6bea31825f2c466ab0f9a328ef3c635e,3,3b66ebef752e4947a9354c0719c3b804,0c1f9dbffcaf4dee,26.57,5.34
6bea31825f2c466ab0f9a328ef3c635e,4,30102707957d48d195aead63a4b4acf6,23398c4ab6214d65,20.18,6.33
5f755551fe76469ca0e1a6b66cc76138,1,614271a047ee453bbf92767777bdf1f0,f71ce84eef0144c7,25.36,5.7
